sentenceid	globalindex	lemma	lemmaindex	leftcontext	headword	rightcontext	gs_expert	C1	C2	C3	C4	C5	VOTE	MACE
onrylxwea	442	cow	78	 Animal-righters waved posters of decapitated	cows	0	ANIMAL	ANIMAL	MEAT	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
jlxiddsil	443	goat	78	 Rooms display sacred art&#44archaeological remains&#44the original charter of Lagos&#44holy vestments&#44and a bizarre collection of creatures&#44like a science experiment gone bad : an eight-legged	goat	kid preserved in formaldehyde&#44a one-eyed sheep&#44a cat with two faces . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
itlmkrntk	444	whale	78	 A blue	whale	isn t so trifling either . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
refdqkzhl	445	duck	79	 About 24 km ( 15 miles ) west of Puerto Escondido is Laguna Manialtepec&#44a deep lagoon&#44thick with vegetation and brimming with tropical birds&#44including the ibis&#44a variety of herons&#44parrots&#44egrets&#44and several species of	ducks	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
qvxmhxgml	446	rabbit	79	 JoC : &#34 The best known and loved of all American seasonings for pork and sausages&#44and for duck&#44goose and	rabbit	. &#34 	MEAT	MEAT	MEAT	MEAT	MEAT	DOT	MEAT	MEAT
yomrasrci	447	duck	80	 Nanjing	ducks	&#44 it s pointed out&#44are raised naturally on ponds&#44not force-fed like their less fortunate Beijing comrades . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
prrbyneur	448	goat	80	 I want to go back next Sunday&#44so I can try the cold shrimp soup&#44the	goat	tacos&#44and the Bavarian-cream-flavored churros . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
gotxgorms	449	duck	82	 There are plenty of	ducks	&#44 moorhens&#44and swans and the canal is spanned by the very distinctive curves of the 18 th-century bridges . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
wuovevssx	450	chicken	84	 While Soutine - unlike Chagall&#44to whom he is sometimes compared - did not paint stereotypically Jewish subjects&#44he may have been alluding&#44with those dangling fowl&#44to a Yom Kippur rite in which a slaughtered	chicken	was whirled around a rabbi 's head in a ritual of absolution . 	DOT	ANIMAL	ANIMAL	ANIMAL	MEAT	ANIMAL	ANIMAL	ANIMAL
fqrccqyrt	451	duck	84	 This can lead to a condition called imprinting&#44where the baby grows up thinking it is a people instead of a	duck	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
eezqcmazx	452	chicken	85	 The sewage system and houses outside the citadel were better constructed than their modern equivalents&#44and among their animals was a major Indian contribution to the world s cuisine - the	chicken	0	DOT	MEAT	MEAT	ANIMAL	ANIMAL	MEAT	MEAT	MEAT
bmhwtgdwt	453	deer	85	 By far&#44their main target is	deer	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
uflyxbseb	454	snake	85	 The truth is&#44however&#44that it was named after the	Snake	Indians of that area ; and it is further true that the Snake Indians got their name from their habit of eating snakes : that part of the United States was very poor&#44and snakes were often the only food available . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
wuojaspae	455	whale	86	 The Washington state Native American tribe is fighting environmentalists and politicians for the right to resume hunting a few	whales	a year&#44an old Makah tradition . 	DOT	ANIMAL	DOT	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
izcbptpsz	456	cattle	87	 Ironically&#44there was plenty of food around - corn &#44	cattle	&#44 sheep&#44and flour - but it was not available to the poor . 	MEAT	DOT	ANIMAL	MEAT	DOT	MEAT	MEAT	DOT
fnxaakjro	457	chicken	87	 The first Polynesian settlers brought much of what they needed&#44however&#44from pigs and	chickens	to bananas and taro&#44the root crop that would sustain them . 	DOT	MEAT	ANIMAL	DOT	ANIMAL	ANIMAL	ANIMAL	ANIMAL
bplhabfzd	458	duck	87	 Apparently&#44the method of producing foie gras - which requires that food be crammed down the throats of	ducks	and geese - is offensive to the activists&#44to say nothing of the geese . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
jktymrton	459	rabbit	87	 Sera from	rabbits	immunized with a killed preparation of M . paratuberculosis ( 1 - 2 ml ) were passed over the column followed by three washes and elution according to the instructions of the manufacturer . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
eyqplhldq	460	snake	88	 Long ignored by	snake	experts&#44the skeleton shares many physical characteristics with that of snakes&#44including its 140 vertebrae and its extraordinarily flexible jaws . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
mgmtmoevu	461	duck	90	 And the NYT seems thrilled to relate that the deal was first broached over	duck	and oysters beside the pool at the Four Seasons Hotel . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
saabfnlyu	462	duck	92	 Beyond&#44in the New Territories&#44are a mixture of high-rise suburban towns&#44ancient sites and walled villages&#44country parks&#44and farms with	ducks	and fish ponds . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
unvfxjpbd	463	duck	93	 The side streets are full of open-air restaurants offering dishes of barbecued pork &#44	duck	&#44 and seafood&#44noodles&#44rice-pots&#44and do-it-yourself steamboats . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
pbgcbgois	464	chicken	94	 Some things are strangely delicious&#44such as the salsa-and-couscous	chicken	and the Lemon- Almond Pound Cake&#44which is essentially baked marzipan dough . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
okbwyhoim	465	cow	96	 The Israeli defense forces are based on the Swiss model&#44the hedgehog&#44designed to extract a high price from any invader - artillery presighted on every important bridge&#44shelter space for every citizen and	cow	&#44 cool Saab fighter planes whose pilots train to take off from highways . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
kefcswzhk	466	deer	96	 He used his position of privilege to dissect	deer	from the king 's deer park as well as executed criminals . 	ANIMAL	DOT	ANIMAL	DOT	ANIMAL	ANIMAL	ANIMAL	DOT
dzbdukykr	467	duck	99	 &#34 Between Tuesday morning and yesterday afternoon&#4430 pigeons&#4410 sparrows&#44one grackle and two	ducks	were found dead in the park&#44&#34 the New York Times reports this morning . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
nnhkntybd	468	duck	100	 Somnolent cats and playful kittens abound&#44and sea	ducks	and geese can be found at many coastal fishing villages . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
pxqrrerxp	469	rabbit	100	 Longer-term experiments and larger groups of	rabbits	will be required to determine if persistence of antibody is different between the low-volume jet injected and particle bombardment groups . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
psrmympuk	470	cattle	101	 Their lives were very narrowly focused on	cattle	and ranch life and they all spoke mostly Spanish . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
otlvwwrbb	471	duck	103	 On the island s west side&#44the Fontana Aretusa is a freshwater spring ( just steps from the ocean ) with black-and-white	ducks	swimming in its semi-circular papyrus pond . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
hvozopidh	472	cow	105	 This 17 th century manor house with period interior and 19 th century working farm and museum is very popular with children&#44who enjoy trying their hand at traditional farm tasks such as milking	cows	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
vjnrigvdt	473	pig	106	 Still&#44in	pigs	&#44 as in human beings&#44individual anxiety may be what triggers eating disorders&#44even among the genetically predisposed . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
gllaygdwf	474	cattle	109	 The NYT reports that last year the South Korean founder of Hyundai donated 500	cattle	to famine-stricken North Korea as a gesture of goodwill . 	ANIMAL	ANIMAL	DOT	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
hxlqhqoja	475	goat	109	 The rural lifestyle of the interior will delight urban-dwelling children - watching the	goat	herds filing past the car or the donkeys working hard for their owners . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
tswhkaaez	476	duck	111	 Among the more than 300 different species of birds here&#44you ll find eagles&#44cranes&#44pelicans&#44snakebirds&#44kingfishers&#44and a host of	ducks	and geese&#44as well as a flock of rare wintering Siberian cranes between January and March . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
durkammhw	477	dog	112	 With a city practice&#44he treats several cases each year of	dogs	poisoned maliciously by next-door neighbors&#44perhaps objecting to the noise . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ssrcwtvdw	478	cattle	114	 Raised nearby in Tajima or Tamba&#44the	cattle	produce a uniquely fatty meat&#44with a special flavor said to come from a daily dose of strong beer . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
bvumtlmse	479	cattle	115	 So withholding infected	cattle	is much easier said than done . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
gsjngxfst	480	cow	116	 As a young man&#44he stole his father 's	cow	&#44 sold it&#44and used the money to head south to make his fortune . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
uaidtymrp	481	duck	116	 However&#44these canoe rides actually focus on the more visible bird life along the river banks - egrets &#44	ducks	&#44 storks&#44kingfishers&#44eagles&#44and scores of other fascinating birds . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
fvrvjbjfu	482	pig	116	 A soup-type dish made with tripe&#44the stomach lining of a cow &#44	pig	s or calf feet&#44and maize&#44such as posole ( corn ) or hominy . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
wrnzhsmcy	483	duck	118	 Picnic in Queen s Park and give your crumbs to the	ducks	and swans on Victoria Lake . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
ivgjttvlh	484	cow	120	 An editorial in the Independent of London headlined &#34 This war&#44at least&#44is silly and unnecessary &#34 referred to a new trade war between the United States and Europe over the labeling of American exports of beef from	cows	that were fed a bovine growth hormone . 	ANIMAL	MEAT	DOT	ANIMAL	ANIMAL	DOT	ANIMAL	DOT
lgryzmtsc	485	duck	121	 &#34 She let her	duck	out of the house without its diaper on . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
yoprzeogp	486	goat	134	 The highest incidence of brucellosis is found in regions where local custom encourages the consumption of raw	goat	&#44 camel or bovine milk&#44or of soft cheeses prepared from unpasteurized milk . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
kgiljynjl	487	cow	137	 Although originally a discarded part of the	cow	&#44 now it is considered a delicacy and is prepared and sold in many neighborhood stores and restaurants along the Rio Grande border region . 	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
ezrgjjhbl	488	goat	137	 In eleventh-century Lapland&#44before they discovered the nutritional value of reindeer milk&#44most of the inhabitants kept	goats	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
fllrkewaa	489	cow	144	 A long story reports on an evangelical American farmer and an Israeli rabbi who want to bring red	cows	to Israel . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
gsdcwmqgg	490	dog	145	 Dalmatian farmers can set up shop in places where	dog	meat is eaten . 	DOT	MEAT	MEAT	ANIMAL	MEAT	MEAT	MEAT	MEAT
uustsevuj	491	cow	147	 Never one to confess voluntarily&#44Zeus then silences Io by turning her into a	cow	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
zbvgdbntx	492	dog	147	 Different statements can define the same category&#44for example&#44big	dogs	and dogs that are not small are the same group&#44and some information in the statement may be irrelevant because it does not aid in determining which elements belong or not . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
arjuobtde	493	rabbit	149	 The	rabbits	were randomly divided into four groups of seven animals . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
vyssyujwz	494	cow	153	 Curiously&#44the story does not report on the condition of the	cow	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
cptqjahtj	495	pig	156	 ( &#34 Pickled	pigs	' feet are the opposite of an acquired taste&#44&#34 he writes . 	DOT	DOT	MEAT	MEAT	MEAT	MEAT	MEAT	MEAT
nufynatqc	496	goat	162	 For these great hunters of the Rocky Mountain foothills and prairies&#44wild game included grizzly and black bear&#44antelope&#44deer&#44elk&#44wild sheep&#44and	goats	&#44 but the only real meat was buffalo . 	DOT	ANIMAL	ANIMAL	MEAT	MEAT	ANIMAL	ANIMAL	MEAT
zuptvldnf	497	dog	167	 Human infections are most often caused by	dog	or cat bites . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
wnhnghfxf	498	dog	171	 The alpha	dog	is the most aggressive male in the group&#44the one that instinctively wants to be leader of the pack and will not bow out of a fight . 	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
sqfbvaybe	499	dog	195	 Suppose you say you 're angry that your opponent has accused you of kicking your	dog	0	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL	ANIMAL
